session_id,user_id,label,keystroke_count,mouse_event_count,session_duration_sec,avg_hold_time_ms,std_hold_time_ms,avg_flight_time_ms,std_flight_time_ms,typing_speed_wpm,avg_pressure,error_rate,avg_digraph_ms,avg_trigraph_ms,avg_mouse_velocity,avg_mouse_accel,avg_curvature,avg_jitter,avg_click_duration_ms,rhythm_consistency,data_familiarity_score,risk_score,authenticity_score
S005G002,5,genuine,80,120,341.4,111.13,24.96,146.68,27.74,53.6,0.6334,0.1013,178.27,259.05,417.34,1205.99,0.1981,2.201,88.85,0.6686,0.9383,0.2097,0.9249
S005G003,5,genuine,80,120,310.9,74.56,24.96,177.33,27.74,58.7,0.6892,0.1224,164.87,244.35,583.0,955.24,0.2247,2.328,104.93,0.7711,0.9152,0.1386,0.7714
S005G004,5,genuine,80,120,341.3,43.3,24.96,111.4,27.74,59.9,0.6208,0.0944,214.45,213.74,577.17,1240.41,0.2156,2.349,80.19,0.774,0.6656,0.1063,0.9054
S005G005,5,genuine,80,120,300.9,60.63,24.96,134.85,27.74,61.3,0.7949,0.1127,165.31,222.08,390.0,816.9,0.2123,2.393,82.13,0.7385,0.8053,0.2745,0.8265
S005G006,5,genuine,80,120,298.9,67.28,24.96,118.29,27.74,51.9,0.6579,0.1035,203.09,221.42,435.44,307.07,0.2857,2.693,91.67,0.8917,0.7506,0.3816,1
S005G007,5,genuine,80,120,387.2,78.01,24.96,168.97,27.74,66.5,0.887,0.0814,173.97,225.55,508.72,1087.58,0.2435,2.528,93.16,0.8586,0.7871,0,0.7434
S005G008,5,genuine,80,120,263.1,99.27,24.96,88.39,27.74,61.7,0.5518,0.1058,163.39,228.47,627.35,772.78,0.2495,2.227,86.04,0.8467,0.8457,0.0409,0.9149
S005G009,5,genuine,80,120,252.0,55.05,24.96,127.02,27.74,57.8,0.7308,0.1136,168.28,237.97,371.22,768.63,0.2508,2.492,103.72,0.7843,0.9157,0.1501,0.7376
S005G010,5,genuine,80,120,319.6,45.41,24.96,159.33,27.74,56.7,0.568,0.1018,172.67,237.58,932.87,904.66,0.2415,2.647,96.4,0.9955,1,0.1281,0.8474
S005G011,5,genuine,80,120,238.2,26.74,24.96,77.29,27.74,61.3,0.657,0.0729,180.01,228.44,549.63,792.59,0.2456,2.606,80.97,0.763,1,0.3088,0.8449
S005G012,5,genuine,80,120,288.7,68.0,24.96,173.59,27.74,55.6,0.8413,0.1017,165.69,244.31,254.2,545.9,0.303,3.019,82.88,0.7565,0.655,0.0643,0.8603
S005G013,5,genuine,80,120,289.9,84.12,24.96,78.64,27.74,58.4,0.4636,0.1088,169.7,278.78,484.15,1046.81,0.2327,2.36,80.86,0.6361,0.8899,0.2828,0.8482
S005G014,5,genuine,80,120,334.1,79.7,24.96,138.33,27.74,56.6,0.6173,0.1179,189.87,232.03,557.92,1073.33,0.2237,2.662,100.58,0.7716,0.7494,0.3237,0.9251
S005G015,5,genuine,80,120,274.4,69.66,24.96,114.01,27.74,56.7,0.5211,0.0993,174.1,256.35,546.77,1005.28,0.2947,2.434,95.79,0.827,0.655,0,0.8105
S005G016,5,genuine,80,120,290.6,80.55,24.96,136.77,27.74,60.6,0.5801,0.0981,188.2,215.0,549.49,1207.03,0.255,3.373,107.28,0.8491,0.92,0.2792,0.8464
S005G017,5,genuine,80,120,352.3,94.15,24.96,162.73,27.74,52.4,0.7351,0.0985,163.36,242.52,825.88,1054.23,0.2106,3.23,112.76,0.8285,1,0.1084,0.9549
S005G018,5,genuine,80,120,333.6,96.88,24.96,144.6,27.74,55.3,0.6825,0.0998,156.37,223.65,252.74,224.09,0.1946,3.194,118.78,0.8908,0.9826,0.2125,0.7319
S005G019,5,genuine,80,120,230.8,123.79,24.96,107.42,27.74,52.6,0.6648,0.0949,165.54,204.95,476.25,796.72,0.2028,2.875,115.59,0.8426,0.8954,0.2717,0.8624
S005G020,5,genuine,80,120,287.6,84.35,24.96,121.33,27.74,58.6,0.7452,0.1244,172.63,235.19,417.05,885.14,0.183,3.272,117.69,0.7227,0.9049,0.1938,0.7771
S005G021,5,genuine,80,120,239.6,88.19,24.96,177.2,27.74,61.4,0.766,0.0878,204.72,220.32,413.94,741.71,0.206,3.287,97.32,0.6738,0.7444,0,0.8209
S005G022,5,genuine,80,120,343.0,-8.46,24.96,142.33,27.74,59.3,0.6278,0.0969,178.16,227.1,577.43,385.65,0.2615,2.811,84.88,0.836,0.7134,0.0451,0.8157
S005G023,5,genuine,80,120,282.2,74.96,24.96,153.06,27.74,59.6,0.7207,0.1133,169.1,225.85,630.34,800.39,0.2903,2.575,100.59,0.8632,0.8791,0.1391,0.866
S005G024,5,genuine,80,120,339.7,39.93,24.96,155.57,27.74,56.8,0.7681,0.1014,196.82,197.18,666.42,302.61,0.2346,3.104,98.57,0.855,0.854,0.1872,0.883
S005G025,5,genuine,80,120,299.9,103.4,24.96,151.98,27.74,60.6,0.9032,0.0754,165.39,221.51,596.4,658.89,0.2771,2.871,116.28,0.8528,0.8037,0.1666,0.9595
S005G026,5,genuine,80,120,227.8,79.62,24.96,175.17,27.74,59.2,0.6388,0.1161,188.83,242.59,615.46,796.82,0.3084,2.847,127.15,0.842,1,0.0128,0.8698
S005G027,5,genuine,80,120,227.3,102.86,24.96,115.74,27.74,61.4,0.5824,0.0909,162.2,211.49,332.67,907.09,0.3019,3.497,83.91,0.9098,0.8601,0.1413,0.9362
S005G028,5,genuine,80,120,362.9,106.29,24.96,95.52,27.74,56.2,0.4786,0.0778,177.35,257.7,489.96,845.6,0.1837,2.599,127.87,0.8297,0.8852,0.1585,0.9363
S005G029,5,genuine,80,120,340.5,105.72,24.96,162.24,27.74,59.4,0.8907,0.0845,184.74,234.45,641.09,562.06,0.281,2.706,88.2,0.788,0.9646,0.2404,0.9293
S005G030,5,genuine,80,120,251.3,118.12,24.96,105.92,27.74,67.8,0.6348,0.0867,179.97,237.8,456.25,1118.77,0.27,2.323,107.47,0.9183,1,0.0279,0.9352
S005G031,5,genuine,80,120,215.6,103.01,24.96,177.76,27.74,61.5,0.6476,0.0961,189.84,215.33,702.89,1015.82,0.2935,3.129,74.69,0.7196,0.9032,0.0843,0.8124
S005G032,5,genuine,80,120,397.2,83.74,24.96,100.23,27.74,58.9,0.5243,0.109,161.59,209.45,659.98,836.28,0.2451,2.654,106.44,0.7766,0.8449,0.2118,0.9113
S005G033,5,genuine,80,120,270.1,81.19,24.96,165.51,27.74,58.0,0.7015,0.0978,173.58,265.47,595.74,895.66,0.2031,2.565,108.31,0.9667,0.8425,0.017,0.8755
S005G034,5,genuine,80,120,193.3,96.85,24.96,126.56,27.74,61.7,0.8427,0.0714,192.6,243.25,711.37,783.73,0.2417,2.528,90.12,0.8418,0.8404,0.2038,0.907
S005G035,5,genuine,80,120,390.6,49.57,24.96,193.82,27.74,54.3,0.8063,0.0903,162.63,217.39,570.62,734.85,0.2047,3.03,96.03,0.8663,0.9081,0.2091,0.878
S005G036,5,genuine,80,120,348.9,81.81,24.96,160.9,27.74,64.4,0.6069,0.1033,153.99,212.79,509.87,501.55,0.2259,2.146,90.8,0.6803,0.9969,0.0873,0.9143
S005G037,5,genuine,80,120,318.8,63.08,24.96,161.82,27.74,62.1,0.7237,0.1045,190.65,227.53,679.3,605.92,0.2367,2.857,99.59,0.8121,0.9419,0.1316,1
S005G038,5,genuine,80,120,350.3,59.78,24.96,144.31,27.74,52.3,0.6403,0.1099,198.87,227.36,747.7,349.71,0.2316,3.373,110.24,0.8544,0.956,0.1097,0.8778
S005G039,5,genuine,80,120,246.1,106.59,24.96,129.97,27.74,60.2,0.631,0.0985,179.29,241.45,378.07,508.27,0.2297,2.898,84.95,0.8379,0.9076,0.053,0.7981
S005G040,5,genuine,80,120,292.3,76.29,24.96,206.17,27.74,57.1,0.7749,0.0926,174.1,225.44,718.5,703.28,0.2729,2.434,86.85,0.8086,1,0.1122,0.7696
S005G041,5,genuine,80,120,289.6,79.44,24.96,106.69,27.74,55.7,0.6929,0.1071,170.92,230.07,416.83,918.71,0.2706,2.312,98.09,0.7116,0.7233,0.1306,0.9189
S005G042,5,genuine,80,120,205.4,72.12,24.96,85.33,27.74,55.6,0.8037,0.1258,168.8,211.49,714.72,470.16,0.21,1.967,95.21,0.786,0.6612,0.0927,0.8922
S005G043,5,genuine,80,120,293.9,101.86,24.96,135.48,27.74,65.1,0.6079,0.1032,163.43,233.01,593.46,1287.65,0.23,2.867,92.92,0.8044,0.9583,0.0992,0.7145
S005G044,5,genuine,80,120,345.4,67.83,24.96,130.18,27.74,57.3,0.7937,0.1029,177.54,242.03,649.42,947.83,0.2363,2.256,97.44,0.8358,0.8028,0.1868,0.8242
S005G045,5,genuine,80,120,355.9,104.22,24.96,113.29,27.74,63.5,0.7429,0.0871,175.59,238.69,521.77,910.71,0.2269,2.014,89.75,0.8056,0.812,0.0403,0.7362
S005G046,5,genuine,80,120,250.8,108.34,24.96,140.41,27.74,44.9,0.5438,0.0985,183.22,213.67,585.41,968.45,0.2479,2.047,93.11,0.8682,0.7979,0.0523,0.8561
S005G047,5,genuine,80,120,353.8,92.57,24.96,132.38,27.74,54.8,0.6995,0.1129,163.24,254.4,524.47,475.04,0.2156,2.282,82.55,0.7421,1,0.2472,0.8127
S005G048,5,genuine,80,120,324.2,68.08,24.96,103.97,27.74,53.1,0.7775,0.0933,227.63,224.56,444.27,700.1,0.2298,2.376,107.62,0.7483,0.9248,0.0472,0.9842
S005G049,5,genuine,80,120,306.1,121.48,24.96,149.12,27.74,56.6,0.8008,0.0865,192.0,208.73,522.56,1021.71,0.2096,3.079,97.15,0.8227,0.7423,0.2745,0.8833
S005I000,5,impostor,80,120,307.6,53.08,17.29,151.89,51.84,58.1,0.6613,0.0743,127.68,207.46,629.72,985.85,0.1957,1.029,109.0,0.5994,0.4314,0.7002,0.3943
S005I001,5,impostor,80,120,282.1,102.2,20.01,126.41,34.25,79.8,0.4026,0.0502,167.44,206.01,315.58,318.33,0.0078,2.571,89.73,0.3839,0.6077,0.8059,0.3607
S005I002,5,impostor,80,120,444.0,106.31,13.84,87.61,50.61,46.7,0.7509,0.1038,157.92,165.1,541.02,286.9,0.0262,1.251,64.72,0.5838,0.4534,0.6509,0.2624
S005I003,5,impostor,80,120,287.6,34.93,27.55,56.71,26.94,61.2,0.7244,0.1415,116.84,241.16,128.14,1038.37,0.088,3.63,152.28,0.6684,0.4473,0.6324,0.3772
S005I004,5,impostor,80,120,490.8,102.74,20.01,91.12,34.25,87.3,0.6555,0.0385,149.4,212.73,496.04,820.05,0.0754,2.009,96.11,0.5455,0.4629,0.632,0.3497
S005I005,5,impostor,80,120,491.3,58.93,16.56,171.09,27.62,73.2,0.4479,0.0174,216.27,126.52,550.76,1097.22,0.0977,2.421,125.57,0.4759,0.4919,0.9143,0.2741
S005I006,5,impostor,80,120,402.5,77.73,17.29,141.71,51.84,49.7,0.6003,0.0432,133.58,204.54,710.93,901.96,0.2155,2.065,142.47,0.4741,0.4635,0.6924,0.373
S005I007,5,impostor,80,120,467.0,50.89,31.07,200.62,38.06,31.2,0.6596,0.0235,97.42,240.95,721.8,459.01,0.1186,3.526,117.3,0.6473,0.3657,0.7394,0.4883
S005I008,5,impostor,80,120,270.9,101.3,27.55,45.51,26.94,65.3,0.7152,0.1604,117.32,260.06,292.41,1283.91,0.1703,3.473,123.26,0.5694,0.3962,0.7387,0.2647
S005I009,5,impostor,80,120,174.7,66.06,16.56,110.2,27.62,81.8,0.5805,0.0266,175.41,131.76,590.44,401.39,0.1707,3.884,134.17,0.5745,0.2697,0.8291,0.4445
S005I010,5,impostor,80,120,409.1,76.53,16.56,81.35,27.62,73.5,0.6193,0.0355,188.92,119.64,728.88,808.22,0.1762,3.148,111.8,0.4832,0.4331,0.6489,0.4528
S005I011,5,impostor,80,120,312.7,97.37,20.01,36.46,34.25,85.1,0.5315,0.0387,130.92,130.58,303.85,690.06,0.0055,2.871,103.63,0.7219,0.5069,0.6657,0.3373
S005I012,5,impostor,80,120,283.0,116.2,13.84,58.85,50.61,45.1,0.5981,0.105,142.25,232.48,470.29,373.62,0.1054,1.275,68.56,0.6255,0.5511,0.6856,0.459
S005I013,5,impostor,80,120,355.4,85.07,13.84,34.77,50.61,59.0,0.9671,0.1145,146.76,133.79,538.92,418.82,0.0632,1.29,74.3,0.5334,0.4054,0.5768,0.3227
S005I014,5,impostor,80,120,502.8,62.94,31.07,172.39,38.06,24.8,0.6921,0.0318,141.08,247.31,318.25,757.67,0.1145,2.647,111.38,0.5461,0.4112,0.6849,0.2135
S005I015,5,impostor,80,120,433.2,47.76,16.56,128.55,27.62,68.9,0.4029,0.0261,205.29,122.79,722.55,1069.76,0.1866,2.763,135.44,0.5512,0.4769,0.6843,0.3901
S005I016,5,impostor,80,120,434.2,105.54,16.48,110.73,26.75,60.4,0.4004,0.0868,162.44,293.6,299.78,975.05,0.0931,3.339,115.05,0.5461,0.4579,0.783,0.4447
S005I017,5,impostor,80,120,432.6,106.15,16.48,97.22,26.75,48.4,0.438,0.0859,153.48,254.75,647.02,678.17,0.1112,3.788,105.07,0.6354,0.5461,0.5517,0.4143
S005I018,5,impostor,80,120,388.5,104.2,27.55,69.37,26.94,59.9,0.5144,0.1396,150.72,249.42,344.12,1301.38,0.1412,3.367,88.43,0.5859,0.6367,0.6559,0.2926
S005I019,5,impostor,80,120,308.9,156.42,29.82,150.86,46.53,51.5,0.6977,0.0329,210.4,271.37,579.8,229.62,0.1532,3.831,84.7,0.6444,0.5935,0.7874,0.3876
S006G000,6,genuine,80,120,219.3,77.77,15.39,101.21,26.34,86.6,0.4729,0.0438,166.36,197.28,419.1,621.01,0.0922,2.064,115.54,0.8856,0.7488,0.0921,0.8982
S006G001,6,genuine,80,120,236.0,89.98,15.39,121.29,26.34,80.5,0.6564,0.025,188.14,217.27,321.06,279.75,0.0781,1.96,127.44,0.7031,0.8097,0.0819,0.8682
S006G002,6,genuine,80,120,299.0,71.9,15.39,138.03,26.34,79.2,0.566,0.0205,170.67,183.12,555.27,812.03,0.1364,2.373,116.36,0.8227,0.9229,0.1824,0.909
S006G003,6,genuine,80,120,293.0,90.36,15.39,119.4,26.34,84.7,0.6643,0.0366,156.7,202.9,344.47,849.22,0.0053,2.139,112.03,0.7534,0.7102,0.0794,0.8352
S006G004,6,genuine,80,120,240.6,90.64,15.39,138.79,26.34,81.5,0.6715,0.038,178.33,185.65,399.95,770.37,0.054,2.081,105.95,0.9177,0.9292,0.1096,0.8667
S006G005,6,genuine,80,120,320.0,90.21,15.39,38.07,26.34,87.9,0.6855,0.0362,172.04,218.76,375.57,701.65,0.1044,2.622,105.27,1,0.8765,0.0698,0.959
S006G006,6,genuine,80,120,250.7,98.61,15.39,135.65,26.34,86.0,0.5809,0.0397,170.79,177.98,426.14,247.55,0.0194,2.084,102.42,0.9115,0.7938,0.055,0.9006
S006G007,6,genuine,80,120,331.5,68.52,15.39,135.93,26.34,88.0,0.6626,0.0267,175.69,163.14,347.81,254.89,0.1084,1.945,115.16,0.7594,0.7782,0.332,0.8864
S006G008,6,genuine,80,120,386.0,87.34,15.39,92.46,26.34,82.7,0.5132,0.0301,147.88,204.23,329.35,899.43,0.0608,2.719,112.02,0.7935,0.6941,0,0.9321
S006G009,6,genuine,80,120,320.5,83.44,15.39,127.02,26.34,87.4,0.6726,0.056,195.83,180.7,353.04,244.87,0.0377,2.03,88.34,0.8787,0.7277,0.0912,0.8615
S006G010,6,genuine,80,120,323.7,109.17,15.39,112.98,26.34,100.2,0.6806,0.0349,170.99,202.19,382.99,422.81,0.0729,2.227,120.74,0.9197,0.8895,0.2093,0.8805
S006G011,6,genuine,80,120,263.1,109.29,15.39,130.82,26.34,84.5,0.5669,0.0498,165.79,198.05,336.34,578.19,0.0478,2.096,129.85,0.8286,0.9955,0.1235,0.8006
S006G012,6,genuine,80,120,322.5,66.3,15.39,94.07,26.34,82.3,0.5924,0.0219,188.39,214.8,334.94,539.63,0.0503,2.435,104.71,0.8196,0.7422,0.276,0.9143
S006G013,6,genuine,80,120,358.0,82.96,15.39,116.17,26.34,87.0,0.6385,0.0487,178.28,197.39,300.51,793.74,0.0562,2.377,119.52,0.9292,0.8874,0.0303,0.9246
S006G014,6,genuine,80,120,328.1,117.95,15.39,119.27,26.34,91.5,0.5973,0.0501,175.98,229.11,406.41,640.87,0.0355,1.725,93.14,0.8414,0.7748,0.0196,0.809
S006G015,6,genuine,80,120,474.0,86.48,15.39,95.25,26.34,79.2,0.6655,0.0397,164.17,198.36,456.17,733.08,0.0829,1.869,132.2,0.7798,0.7673,0.3297,0.8953
S006G016,6,genuine,80,120,213.8,85.62,15.39,99.16,26.34,82.6,0.5725,0.0305,178.0,214.08,485.49,784.48,0.0194,2.216,105.45,0.7032,0.6846,0.198,0.8936
S006G017,6,genuine,80,120,362.4,68.69,15.39,122.42,26.34,82.2,0.7422,0.0417,143.98,201.5,395.56,476.2,0.0864,2.9,94.78,0.7968,0.7753,0.2938,0.8524
S006G018,6,genuine,80,120,321.4,91.64,15.39,104.13,26.34,79.4,0.6643,0.0472,157.92,193.4,487.65,223.67,0.0875,1.919,122.13,0.8333,0.6915,0,0.8921
S006G019,6,genuine,80,120,348.3,60.05,15.39,118.83,26.34,94.7,0.5758,0.0351,161.83,178.36,348.39,855.97,0.0082,1.659,107.3,0.9115,0.8712,0.0759,0.9141
S006G020,6,genuine,80,120,330.8,72.84,15.39,99.27,26.34,68.0,0.6191,0.0252,155.08,205.62,416.21,-56.7,0.035,2.485,101.63,0.8685,1,0.0899,0.8155
S006G021,6,genuine,80,120,244.0,120.32,15.39,102.31,26.34,78.6,0.8001,0.0402,161.94,183.77,380.63,670.09,0.038,2.258,114.71,0.8219,0.8128,0.2347,0.9967
S006G022,6,genuine,80,120,271.2,82.76,15.39,131.88,26.34,90.4,0.5318,0.0271,176.42,184.64,377.38,1102.76,0.0703,2.305,107.29,0.8597,0.6524,0.0973,0.95
S006G023,6,genuine,80,120,315.4,80.29,15.39,126.03,26.34,85.6,0.6535,0.0493,134.94,180.4,258.42,635.74,0.1041,1.922,119.54,0.7733,0.9783,0.063,0.9014
S006G024,6,genuine,80,120,478.0,63.9,15.39,120.12,26.34,80.7,0.6016,0.0468,169.52,219.17,411.63,419.46,0.0744,1.715,109.63,0.7493,0.8577,0.3471,0.914
S006G025,6,genuine,80,120,343.7,86.68,15.39,113.44,26.34,83.3,0.4254,0.0423,170.46,161.0,416.84,550.76,0.0583,1.768,116.66,0.9002,0.8517,0.0818,0.9565
S006G026,6,genuine,80,120,208.0,99.12,15.39,112.29,26.34,89.3,0.6608,0.0303,191.46,200.77,426.22,395.32,0.0265,2.474,107.48,0.892,0.8995,0,0.8265
S006G027,6,genuine,80,120,230.6,89.94,15.39,139.71,26.34,86.6,0.644,0.0273,124.49,161.19,506.2,416.89,0.0574,2.118,122.11,0.8692,0.932,0.0871,0.7831
S006G028,6,genuine,80,120,448.0,101.3,15.39,128.83,26.34,77.9,0.6619,0.0309,153.15,197.58,307.81,1006.61,0.059,2.672,101.6,0.7408,0.9903,0.0951,0.8965
S006G029,6,genuine,80,120,192.4,102.36,15.39,105.09,26.34,89.6,0.4198,0.0386,156.3,226.87,280.62,770.51,0.0941,2.786,114.82,0.7914,0.8942,0.1143,0.8718
S006G030,6,genuine,80,120,295.7,93.75,15.39,143.24,26.34,85.8,0.6218,0.0434,156.22,202.21,429.56,324.48,0.0655,2.254,103.24,0.8866,0.918,0.2824,0.8575
S006G031,6,genuine,80,120,325.6,90.89,15.39,51.28,26.34,87.0,0.6622,0.0243,166.19,210.61,381.23,-32.79,0.0985,2.138,102.53,0.7722,0.9814,0.1893,0.8478
S006G032,6,genuine,80,120,255.7,73.71,15.39,120.31,26.34,80.1,0.3268,0.0225,143.78,183.79,344.75,372.24,0.0893,2.07,120.26,0.7641,1,0.0179,0.9292
S006G033,6,genuine,80,120,432.8,71.2,15.39,115.88,26.34,86.9,0.5823,0.0392,181.34,181.44,352.02,671.05,0.0966,2.529,106.44,0.9222,0.9129,0.1619,0.8803
S006G034,6,genuine,80,120,276.4,87.37,15.39,107.07,26.34,87.4,0.5315,0.016,174.11,166.68,236.53,776.35,0.0262,2.343,105.81,0.7865,0.7075,0.1097,0.8472
S006G035,6,genuine,80,120,252.6,80.14,15.39,78.82,26.34,87.9,0.4877,0.04,170.24,211.66,331.27,653.15,0.0812,1.317,107.22,0.8179,0.8449,0.2736,0.8477
S006G036,6,genuine,80,120,339.8,98.41,15.39,131.45,26.34,94.0,0.6463,0.0507,172.69,166.21,297.93,655.39,0.0977,2.157,104.45,0.869,0.8899,0.2292,0.9097
S006G037,6,genuine,80,120,212.1,104.37,15.39,125.73,26.34,84.0,0.4371,0.0468,172.93,201.25,453.66,98.78,0.0594,1.533,97.36,0.8371,0.8312,0.1636,0.8726
S006G038,6,genuine,80,120,194.5,109.88,15.39,91.61,26.34,84.9,0.7294,0.048,139.88,187.09,185.98,549.25,0.0356,2.307,102.3,0.7653,0.8222,0.1275,0.835
S006G039,6,genuine,80,120,404.3,108.6,15.39,87.15,26.34,78.7,0.5578,0.0441,176.31,236.82,402.82,569.35,0.0468,2.832,116.75,0.7891,0.9685,0.0528,0.9299
S006G040,6,genuine,80,120,189.2,90.09,15.39,82.12,26.34,86.7,0.527,0.0389,156.9,174.21,366.97,624.64,0.0784,2.171,120.77,0.9116,0.89,0,0.8911
S006G041,6,genuine,80,120,214.5,86.31,15.39,122.76,26.34,81.7,0.5075,0.0375,169.2,211.63,338.66,314.79,0.0933,1.823,104.5,0.8681,0.7828,0.2679,0.9484
S006G042,6,genuine,80,120,289.9,86.45,15.39,77.09,26.34,85.4,0.8048,0.0476,176.12,196.45,417.56,792.07,0.0658,2.371,104.44,0.8429,1,0.1671,0.9194
S006G043,6,genuine,80,120,245.7,64.34,15.39,113.33,26.34,84.0,0.6491,0.0304,151.93,211.8,289.51,748.96,0.0483,1.403,108.44,0.9005,0.8409,0.1126,0.9018
S006G044,6,genuine,80,120,346.7,91.75,15.39,146.74,26.34,76.9,0.6034,0.0511,157.3,199.45,334.23,291.16,0.0541,2.538,114.09,0.6943,0.9989,0.1453,0.8616
S006G045,6,genuine,80,120,323.1,70.39,15.39,141.48,26.34,82.3,0.6086,0.0367,167.57,191.38,415.1,661.22,0.0465,2.217,108.07,0.9002,0.8972,0.0718,0.8986
S006G046,6,genuine,80,120,369.7,87.46,15.39,112.97,26.34,80.9,0.5807,0.0411,166.11,207.29,515.96,424.74,0.0638,2.666,113.15,0.8148,0.837,0.1758,0.9617
S006G047,6,genuine,80,120,313.2,113.91,15.39,89.06,26.34,82.4,0.7258,0.0459,179.04,174.05,264.6,629.23,0.0795,2.694,115.43,0.7557,0.9078,0.1962,0.9011
S006G048,6,genuine,80,120,308.4,95.92,15.39,105.66,26.34,90.8,0.5837,0.0304,154.02,174.46,337.3,580.63,0.0461,1.358,102.71,0.8429,0.9087,0.0256,0.8496
S006G049,6,genuine,80,120,407.7,73.18,15.39,79.5,26.34,83.4,0.7245,0.0475,170.3,202.31,385.74,647.33,0.0622,2.284,108.87,0.7625,0.8417,0.1914,0.8824
S006I000,6,impostor,80,120,360.8,114.56,16.48,102.98,26.75,42.7,0.266,0.0833,194.79,306.75,421.3,566.57,0.1405,3.945,143.51,0.4624,0.4711,0.7681,0.2338
S006I001,6,impostor,80,120,552.0,73.65,32.45,143.44,36.06,53.4,0.6935,0.1315,182.75,218.11,905.55,572.51,0.1925,2.001,91.09,0.4438,0.3885,0.6906,0.4448
S006I002,6,impostor,80,120,340.0,154.4,32.45,108.57,36.06,71.3,0.7605,0.1338,180.53,250.32,408.08,688.16,0.2541,3.363,91.23,0.4232,0.4587,0.755,0.4541
S006I003,6,impostor,80,120,372.5,86.78,31.07,31.55,38.06,20.5,0.6859,0.0351,89.93,255.65,504.53,250.81,0.0833,3.812,123.11,0.6518,0.3025,0.8146,0.2476
S006I004,6,impostor,80,120,257.0,118.41,17.29,72.49,51.84,25.0,0.6611,0.0587,153.39,176.75,605.77,744.73,0.2296,1.021,120.03,0.5747,0.4411,0.7007,0.3687
S006I005,6,impostor,80,120,539.3,107.23,16.56,111.77,27.62,76.8,0.6966,0.0192,188.03,151.35,640.88,377.82,0.164,3.334,154.11,0.7346,0.3529,0.848,0.3815
S006I006,6,impostor,80,120,265.8,100.37,32.45,175.15,36.06,51.1,0.6723,0.1108,143.03,261.29,825.01,1577.43,0.2886,2.405,100.93,0.4974,0.4743,0.6729,0.3066
S006I007,6,impostor,80,120,440.4,97.71,17.29,74.94,51.84,37.1,0.4679,0.0652,149.0,195.74,613.63,682.41,0.2629,1.941,151.19,0.5758,0.2528,0.8311,0.2151
S006I008,6,impostor,80,120,414.1,77.94,16.56,150.87,27.62,70.3,0.4613,0.0502,160.4,138.91,510.75,371.51,0.1613,2.831,136.48,0.4742,0.4788,0.8657,0.4018
S006I009,6,impostor,80,120,378.1,65.76,27.55,68.9,26.94,68.5,0.5968,0.1626,115.12,247.64,551.27,752.29,0.1574,3.668,118.97,0.5952,0.4219,0.6419,0.3462
S006I010,6,impostor,80,120,419.7,98.92,13.84,95.34,50.61,52.1,0.8112,0.1083,162.54,179.44,697.56,816.04,0.0996,2.333,83.19,0.5418,0.5047,0.6031,0.2606
S006I011,6,impostor,80,120,439.0,168.65,29.82,79.84,46.53,46.8,0.8414,0.0438,202.02,234.98,407.18,938.0,0.1234,4.701,107.62,0.4682,0.457,0.6801,0.3208
S006I012,6,impostor,80,120,417.6,87.41,13.84,72.56,50.61,55.6,0.7224,0.1041,119.99,147.46,673.98,550.62,0.0497,1.084,57.4,0.5154,0.2925,0.7053,0.3059
S006I013,6,impostor,80,120,477.4,88.59,32.45,122.45,36.06,61.3,0.7714,0.1293,194.27,231.28,516.82,865.28,0.1926,2.702,95.51,0.5126,0.4119,0.6489,0.5521
S006I014,6,impostor,80,120,280.3,104.14,12.16,125.07,27.07,67.6,0.8179,0.0663,127.39,332.35,473.86,1241.95,0.1428,2.433,160.02,0.4913,0.4373,0.8236,0.3276
S006I015,6,impostor,80,120,273.3,66.71,16.56,164.69,27.62,71.9,0.4495,0.0397,190.73,182.66,645.82,697.33,0.1492,4.093,128.49,0.5475,0.2913,0.742,0.4262
S006I016,6,impostor,80,120,360.9,112.09,16.48,129.9,26.75,45.1,0.5024,0.0659,140.98,275.57,452.1,906.0,0.1797,3.757,100.33,0.4861,0.5483,0.8989,0.3684
S006I017,6,impostor,80,120,402.3,19.49,27.55,84.56,26.94,65.5,0.6541,0.1343,111.31,345.94,281.36,1407.99,0.1556,3.593,88.25,0.5923,0.518,0.7329,0.3756
S006I018,6,impostor,80,120,361.0,79.01,27.55,89.97,26.94,71.1,0.6057,0.1619,172.43,231.38,227.82,1478.11,0.1763,4.353,94.52,0.4701,0.3258,0.8768,0.3186
S006I019,6,impostor,80,120,386.3,128.61,29.82,133.0,46.53,58.9,0.5337,0.0304,209.44,241.76,316.43,1151.86,0.2334,4.474,97.15,0.5705,0.3576,0.7478,0.4727
S007G000,7,genuine,80,120,303.7,96.75,22.94,85.92,35.79,64.4,0.4707,0.0258,194.54,252.85,439.03,927.02,0.1545,3.71,78.09,0.8503,0.9578,0,1
S007G001,7,genuine,80,120,323.7,162.97,22.94,122.71,35.79,50.1,0.8702,0.0408,181.81,276.31,362.68,626.48,0.1178,4.352,104.35,0.8128,0.6706,0.2419,0.9142
S007G002,7,genuine,80,120,256.8,147.04,22.94,187.47,35.79,45.8,0.8182,0.0061,174.76,274.84,452.98,734.23,0.1044,3.849,114.3,0.7944,0.9041,0.1032,0.815
S007G003,7,genuine,80,120,359.9,121.25,22.94,182.25,35.79,56.5,0.5056,0.028,216.01,242.39,392.15,716.29,0.1475,4.989,86.31,0.8147,0.995,0.0684,1
