event_id,user_id,session_id,timestamp,velocity_px_s,acceleration_px_s2,curvature,jitter_amplitude,click_duration_ms,dx,dy,event_type,direction_changes,label
31817,4,S004I005,2026-02-04T00:00:00.800000,566.77,1030.09,0.2135,3.904,,-82.1,-293.4,scroll,5,impostor
31818,4,S004I005,2026-02-04T00:00:00.850000,454.05,413.42,0.0839,4.377,,-544.3,-176.6,move,6,impostor
31819,4,S004I005,2026-02-04T00:00:00.900000,496.19,597.65,0.1173,6.437,,-71.8,4.4,move,6,impostor
31820,4,S004I005,2026-02-04T00:00:00.950000,584.15,892.53,0.1491,3.426,,678.7,-127.9,move,8,impostor
31821,4,S004I005,2026-02-04T00:00:01,485.44,331.41,0.0397,2.149,147.26,84.7,217.6,click,5,impostor
31822,4,S004I005,2026-02-04T00:00:01.050000,230.69,690.81,0.1903,4.566,,-202.8,-203.4,scroll,3,impostor
31823,4,S004I005,2026-02-04T00:00:01.100000,399.3,392.84,0.1061,5.27,,-306.3,-9.3,move,5,impostor
31824,4,S004I005,2026-02-04T00:00:01.150000,620.39,556.03,0.0539,4.534,,-161.3,96.1,move,6,impostor
31825,4,S004I005,2026-02-04T00:00:01.200000,419.75,1029.41,0.1971,7.291,,-55.7,-426.2,move,4,impostor
31826,4,S004I005,2026-02-04T00:00:01.250000,626.21,1103.04,0.1806,4.932,,432.5,-42.9,move,1,impostor
31827,4,S004I005,2026-02-04T00:00:01.300000,553.23,443.83,0.1487,2.751,,276.7,-222.0,move,0,impostor
31828,4,S004I005,2026-02-04T00:00:01.350000,381.19,707.7,0.1016,5.095,,-180.9,104.2,move,7,impostor
31829,4,S004I005,2026-02-04T00:00:01.400000,329.82,877.96,0.2088,5.247,98.55,406.1,181.2,click,7,impostor
31830,4,S004I005,2026-02-04T00:00:01.450000,490.75,611.67,0.0833,4.614,,-103.6,104.5,move,7,impostor
31831,4,S004I005,2026-02-04T00:00:01.500000,478.07,545.95,0.1372,4.489,,269.8,124.9,scroll,5,impostor
31832,4,S004I005,2026-02-04T00:00:01.550000,248.49,610.01,0.0752,3.28,,-159.9,-342.7,move,6,impostor
31833,4,S004I005,2026-02-04T00:00:01.600000,649.77,704.15,0.1021,4.886,93.26,93.3,-273.5,click,6,impostor
31834,4,S004I005,2026-02-04T00:00:01.650000,476.32,554.05,0.0448,4.009,,-23.3,79.3,move,4,impostor
31835,4,S004I005,2026-02-04T00:00:01.700000,301.16,499.23,0.0877,4.767,,23.5,186.0,move,5,impostor
31836,4,S004I005,2026-02-04T00:00:01.750000,661.52,873.68,0.0663,5.5,137.18,14.4,61.3,click,8,impostor
31837,4,S004I005,2026-02-04T00:00:01.800000,315.7,497.95,0.1083,1.577,83.31,341.0,-191.4,click,8,impostor
31838,4,S004I005,2026-02-04T00:00:01.850000,430.83,698.97,0.2374,4.038,,-365.2,-32.0,move,0,impostor
31839,4,S004I005,2026-02-04T00:00:01.900000,185.52,1069.86,0.176,4.549,,-136.7,-309.6,move,4,impostor
31840,4,S004I005,2026-02-04T00:00:01.950000,429.09,910.91,0.1203,3.48,,56.5,-59.5,move,4,impostor
31841,4,S004I005,2026-02-04T00:00:02,375.28,917.19,0.1707,4.152,,119.7,-13.4,move,0,impostor
31842,4,S004I005,2026-02-04T00:00:02.050000,409.99,616.9,0.0765,4.127,,107.4,-98.7,scroll,8,impostor
31843,4,S004I005,2026-02-04T00:00:02.100000,473.49,855.2,0.0731,3.766,,-181.8,24.0,move,1,impostor
31844,4,S004I005,2026-02-04T00:00:02.150000,530.23,1069.51,0.1516,3.246,134.25,269.3,42.7,click,7,impostor
31845,4,S004I005,2026-02-04T00:00:02.200000,610.02,958.17,0.1746,4.295,117.15,52.6,26.8,click,4,impostor
31846,4,S004I005,2026-02-04T00:00:02.250000,534.84,550.73,0.2253,3.578,,147.6,-205.0,move,2,impostor
31847,4,S004I005,2026-02-04T00:00:02.300000,361.51,991.79,0.214,4.002,105.74,-41.4,-84.0,click,3,impostor
31848,4,S004I005,2026-02-04T00:00:02.350000,398.56,589.89,0.2035,3.544,,-152.7,155.3,move,8,impostor
31849,4,S004I005,2026-02-04T00:00:02.400000,411.67,765.74,0.1918,5.203,,91.7,-131.9,move,3,impostor
31850,4,S004I005,2026-02-04T00:00:02.450000,521.19,823.47,0.1948,4.349,94.96,14.4,-47.0,click,2,impostor
31851,4,S004I005,2026-02-04T00:00:02.500000,514.43,586.18,0.2038,5.522,,-62.4,251.4,move,2,impostor
31852,4,S004I005,2026-02-04T00:00:02.550000,721.32,1002.54,0.2074,3.305,75.83,26.5,-69.3,click,6,impostor
31853,4,S004I005,2026-02-04T00:00:02.600000,416.97,775.16,0.1068,3.576,,55.4,22.5,move,1,impostor
31854,4,S004I005,2026-02-04T00:00:02.650000,381.14,820.24,0.0873,4.037,,302.7,-178.9,move,0,impostor
31855,4,S004I005,2026-02-04T00:00:02.700000,431.68,1070.58,0.2109,2.772,,79.4,-140.5,move,3,impostor
31856,4,S004I005,2026-02-04T00:00:02.750000,351.3,796.97,0.1445,4.419,71.37,148.5,-281.0,click,5,impostor
31857,4,S004I005,2026-02-04T00:00:02.800000,223.04,1177.74,0.1957,3.768,73.25,97.0,-80.0,click,7,impostor
31858,4,S004I005,2026-02-04T00:00:02.850000,525.37,1115.82,0.1801,3.51,,-72.2,69.4,move,5,impostor
31859,4,S004I005,2026-02-04T00:00:02.900000,343.64,561.57,0.1263,5.174,,-115.3,-10.7,move,3,impostor
31860,4,S004I005,2026-02-04T00:00:02.950000,669.6,922.29,0.1937,4.398,,-18.0,-67.4,move,0,impostor
31861,4,S004I005,2026-02-04T00:00:03,336.17,1198.71,0.1862,3.615,,-9.2,-201.4,move,0,impostor
31862,4,S004I005,2026-02-04T00:00:03.050000,308.56,601.77,0.1004,7.209,,138.6,-179.5,move,6,impostor
31863,4,S004I005,2026-02-04T00:00:03.100000,372.36,702.65,0.0451,4.428,,-88.5,-86.9,move,5,impostor
31864,4,S004I005,2026-02-04T00:00:03.150000,291.87,660.27,0.126,4.504,,-214.5,-130.3,move,6,impostor
31865,4,S004I005,2026-02-04T00:00:03.200000,474.44,1526.24,0.1765,4.703,,-19.2,264.1,move,4,impostor
31866,4,S004I005,2026-02-04T00:00:03.250000,514.95,507.08,0.209,3.122,,-77.0,-61.7,move,6,impostor
31867,4,S004I005,2026-02-04T00:00:03.300000,276.87,953.13,0.2602,4.129,,-49.3,79.8,move,7,impostor
31868,4,S004I005,2026-02-04T00:00:03.350000,329.22,192.31,0.0638,4.156,,-178.1,-95.7,scroll,8,impostor
31869,4,S004I005,2026-02-04T00:00:03.400000,455.05,630.19,0.042,4.146,,97.2,130.1,move,0,impostor
31870,4,S004I005,2026-02-04T00:00:03.450000,416.25,397.53,0.1447,4.99,,366.7,-73.0,move,7,impostor
31871,4,S004I005,2026-02-04T00:00:03.500000,313.73,650.33,0.0601,3.687,,-43.7,74.2,move,2,impostor
31872,4,S004I005,2026-02-04T00:00:03.550000,307.18,907.59,0.1499,3.681,,589.7,73.1,move,3,impostor
31873,4,S004I005,2026-02-04T00:00:03.600000,476.04,1274.01,0.1517,5.189,,259.6,-49.4,move,3,impostor
31874,4,S004I005,2026-02-04T00:00:03.650000,577.38,636.08,0.0691,7.418,94.34,361.9,-191.8,click,7,impostor
31875,4,S004I005,2026-02-04T00:00:03.700000,618.91,98.1,0.1426,1.562,,396.2,222.5,move,1,impostor
31876,4,S004I005,2026-02-04T00:00:03.750000,365.96,534.2,0.2079,3.354,,141.1,-229.1,move,8,impostor
31877,4,S004I005,2026-02-04T00:00:03.800000,398.12,264.25,0.1778,2.522,,197.2,-100.1,move,8,impostor
31878,4,S004I005,2026-02-04T00:00:03.850000,237.77,923.84,0.1004,4.465,,29.1,67.3,move,2,impostor
31879,4,S004I005,2026-02-04T00:00:03.900000,651.62,518.42,0.1329,2.215,,269.9,-80.1,scroll,5,impostor
31880,4,S004I005,2026-02-04T00:00:03.950000,585.12,957.42,0.0571,3.509,,143.1,-123.2,move,6,impostor
31881,4,S004I005,2026-02-04T00:00:04,668.34,886.56,0.1356,4.97,,-362.3,-74.5,move,5,impostor
31882,4,S004I005,2026-02-04T00:00:04.050000,599.94,672.45,0.1562,4.029,,29.0,173.3,move,7,impostor
31883,4,S004I005,2026-02-04T00:00:04.100000,412.82,448.54,0.1208,3.667,84.99,265.1,66.1,click,0,impostor
31884,4,S004I005,2026-02-04T00:00:04.150000,444.56,1063.47,0.2092,2.816,,224.7,-17.4,move,6,impostor
31885,4,S004I005,2026-02-04T00:00:04.200000,502.5,460.87,0.2688,2.678,,-216.1,111.7,move,1,impostor
31886,4,S004I005,2026-02-04T00:00:04.250000,354.48,1020.68,0.1732,5.818,,176.0,-160.2,move,8,impostor
31887,4,S004I005,2026-02-04T00:00:04.300000,760.41,421.58,0.1216,7.629,,219.9,24.2,move,2,impostor
31888,4,S004I005,2026-02-04T00:00:04.350000,378.12,367.96,0.0929,3.772,,-63.7,254.0,move,8,impostor
31889,4,S004I005,2026-02-04T00:00:04.400000,426.59,863.04,0.0623,3.993,,208.3,25.5,move,6,impostor
31890,4,S004I005,2026-02-04T00:00:04.450000,504.26,803.72,0.1608,4.258,,-105.4,-260.2,scroll,4,impostor
31891,4,S004I005,2026-02-04T00:00:04.500000,184.1,699.57,0.0034,4.223,,-739.6,161.9,move,6,impostor
31892,4,S004I005,2026-02-04T00:00:04.550000,567.22,35.61,0.2495,3.763,,316.6,-148.8,move,5,impostor
31893,4,S004I005,2026-02-04T00:00:04.600000,528.87,1047.52,0.1134,3.819,,362.8,220.0,move,3,impostor
31894,4,S004I005,2026-02-04T00:00:04.650000,380.61,650.75,0.1892,2.851,,-146.7,342.8,move,3,impostor
31895,4,S004I005,2026-02-04T00:00:04.700000,515.33,716.67,0.2001,3.282,,546.2,176.8,move,6,impostor
31896,4,S004I005,2026-02-04T00:00:04.750000,347.89,608.64,0.1628,3.984,,169.2,21.9,move,8,impostor
31897,4,S004I005,2026-02-04T00:00:04.800000,420.62,932.19,0,3.115,113.02,148.3,250.0,click,1,impostor
31898,4,S004I005,2026-02-04T00:00:04.850000,318.9,919.91,0.0624,3.146,91.92,-116.6,4.0,click,5,impostor
31899,4,S004I005,2026-02-04T00:00:04.900000,318.51,52.82,0.1285,3.174,,83.0,29.4,move,4,impostor
31900,4,S004I005,2026-02-04T00:00:04.950000,385.31,727.21,0.1518,3.606,,-153.2,93.1,move,0,impostor
31901,4,S004I005,2026-02-04T00:00:05,445.22,503.56,0.172,3.129,,-400.4,-154.0,move,5,impostor
31902,4,S004I005,2026-02-04T00:00:05.050000,164.16,0,0.1609,4.05,,118.5,-138.6,move,0,impostor
31903,4,S004I005,2026-02-04T00:00:05.100000,450.45,855.25,0.1667,6.66,,42.3,-32.2,scroll,6,impostor
31904,4,S004I005,2026-02-04T00:00:05.150000,340.54,994.07,0.1487,4.368,,-26.2,162.9,move,1,impostor
31905,4,S004I005,2026-02-04T00:00:05.200000,436.08,812.63,0.11,4.122,,430.7,248.4,move,0,impostor
31906,4,S004I005,2026-02-04T00:00:05.250000,508.04,998.43,0.0835,4.569,,112.9,84.4,move,4,impostor
31907,4,S004I005,2026-02-04T00:00:05.300000,313.32,1174.82,0.1558,5.406,,149.1,69.2,move,4,impostor
31908,4,S004I005,2026-02-04T00:00:05.350000,601.89,1068.99,0.0276,5.197,,83.7,72.3,move,6,impostor
31909,4,S004I005,2026-02-04T00:00:05.400000,570.05,628.26,0.0284,5.354,99.2,172.5,-41.2,click,3,impostor
31910,4,S004I005,2026-02-04T00:00:05.450000,357.8,955.29,0.0409,4.359,,100.8,-408.1,move,2,impostor
31911,4,S004I005,2026-02-04T00:00:05.500000,347.92,1039.32,0.1346,3.961,,-146.6,-124.9,move,6,impostor
31912,4,S004I005,2026-02-04T00:00:05.550000,515.07,755.87,0.0857,4.086,,-724.0,137.7,move,0,impostor
31913,4,S004I005,2026-02-04T00:00:05.600000,541.88,908.66,0.1172,5.139,,13.1,152.3,move,2,impostor
31914,4,S004I005,2026-02-04T00:00:05.650000,544.32,1267.05,0.1344,3.511,100.56,79.3,-178.5,click,0,impostor
31915,4,S004I005,2026-02-04T00:00:05.700000,680.15,855.63,0.0657,4.627,,-94.9,-223.2,move,7,impostor
31916,4,S004I005,2026-02-04T00:00:05.750000,614.23,1182.5,0.1454,4.494,,30.4,51.1,move,5,impostor
31917,4,S004I005,2026-02-04T00:00:05.800000,417.7,539.25,0.2009,3.954,,187.0,-301.2,scroll,5,impostor
31918,4,S004I005,2026-02-04T00:00:05.850000,405.69,1298.94,0.2316,3.696,,-482.8,-103.6,move,2,impostor
31919,4,S004I005,2026-02-04T00:00:05.900000,586.92,1277.18,0.1561,3.827,99.92,-121.4,333.4,click,5,impostor
31920,4,S004I005,2026-02-04T00:00:05.950000,446.95,648.51,0.1674,3.753,110.51,216.9,252.1,click,4,impostor
31921,4,S004I006,2026-03-29T00:00:00,557.83,862.86,0.0651,1.327,,332.0,-64.3,move,5,impostor
31922,4,S004I006,2026-03-29T00:00:00.050000,305.31,0,0.1981,1.996,,34.9,-24.8,scroll,6,impostor
31923,4,S004I006,2026-03-29T00:00:00.100000,338.82,277.6,0.1199,1.954,,-228.6,39.3,move,6,impostor
31924,4,S004I006,2026-03-29T00:00:00.150000,457.0,566.55,0.1452,1.289,,428.0,-185.1,move,6,impostor
31925,4,S004I006,2026-03-29T00:00:00.200000,399.55,1149.47,0.0421,0.908,,126.4,12.0,scroll,3,impostor
31926,4,S004I006,2026-03-29T00:00:00.250000,450.43,333.23,0.053,2.329,122.28,-68.3,-134.7,click,5,impostor
31927,4,S004I006,2026-03-29T00:00:00.300000,421.25,841.21,0.0026,2.471,,-42.6,-237.4,move,1,impostor
31928,4,S004I006,2026-03-29T00:00:00.350000,378.86,563.21,0.0513,2.712,,231.0,-57.9,scroll,7,impostor
31929,4,S004I006,2026-03-29T00:00:00.400000,527.43,343.7,0.1767,2.121,100.55,-90.5,-217.6,click,5,impostor
31930,4,S004I006,2026-03-29T00:00:00.450000,446.48,1482.04,0.0473,2.164,108.02,-524.3,-113.9,click,5,impostor
31931,4,S004I006,2026-03-29T00:00:00.500000,478.1,329.32,0.1148,1.552,,-34.8,-267.9,move,1,impostor
31932,4,S004I006,2026-03-29T00:00:00.550000,302.87,300.32,0,2.646,,157.1,-95.9,move,3,impostor
31933,4,S004I006,2026-03-29T00:00:00.600000,252.8,0,0.1232,1.06,109.19,308.7,164.1,click,2,impostor
31934,4,S004I006,2026-03-29T00:00:00.650000,284.73,779.55,0.0676,0,,-315.4,-286.1,move,2,impostor
31935,4,S004I006,2026-03-29T00:00:00.700000,367.29,964.64,0.058,2.755,,-41.1,261.1,move,4,impostor
31936,4,S004I006,2026-03-29T00:00:00.750000,446.76,460.04,0,2.432,,49.3,-16.2,move,2,impostor
31937,4,S004I006,2026-03-29T00:00:00.800000,432.97,695.28,0.0632,2.537,93.38,-14.7,126.7,click,0,impostor
31938,4,S004I006,2026-03-29T00:00:00.850000,382.97,675.17,0.0556,0.785,128.76,71.5,-93.6,click,6,impostor
31939,4,S004I006,2026-03-29T00:00:00.900000,159.98,1095.25,0.0403,2.693,101.52,-19.6,171.6,click,5,impostor
31940,4,S004I006,2026-03-29T00:00:00.950000,375.44,91.1,0,2.184,,222.9,-196.6,move,4,impostor
31941,4,S004I006,2026-03-29T00:00:01,411.05,379.93,0.08,3.273,,62.9,-162.1,move,3,impostor
31942,4,S004I006,2026-03-29T00:00:01.050000,467.48,0,0.0162,2.316,,-73.8,133.3,move,4,impostor
31943,4,S004I006,2026-03-29T00:00:01.100000,275.32,247.09,0.1211,3.197,,-47.3,-176.2,move,5,impostor
31944,4,S004I006,2026-03-29T00:00:01.150000,449.69,151.11,0.09,1.159,,-385.6,-141.6,move,5,impostor
31945,4,S004I006,2026-03-29T00:00:01.200000,305.23,6.14,0.0924,4.849,74.42,-484.4,37.8,click,2,impostor
31946,4,S004I006,2026-03-29T00:00:01.250000,321.54,655.07,0.1954,2.327,91.13,-128.4,45.5,click,3,impostor
31947,4,S004I006,2026-03-29T00:00:01.300000,317.75,644.0,0.0032,2.638,,157.7,231.9,move,6,impostor
31948,4,S004I006,2026-03-29T00:00:01.350000,385.71,317.21,0.1734,2.851,,-26.7,60.2,move,4,impostor
31949,4,S004I006,2026-03-29T00:00:01.400000,410.09,675.76,0.0338,3.769,98.04,16.4,224.2,click,4,impostor
31950,4,S004I006,2026-03-29T00:00:01.450000,387.65,981.41,0.0983,2.367,,-81.7,174.1,move,6,impostor
31951,4,S004I006,2026-03-29T00:00:01.500000,342.68,486.85,0.0637,2.287,,-180.0,340.5,move,5,impostor
31952,4,S004I006,2026-03-29T00:00:01.550000,513.75,981.64,0.0203,1.458,85.85,142.9,359.3,click,0,impostor
31953,4,S004I006,2026-03-29T00:00:01.600000,319.2,377.46,0.1331,2.736,,-215.2,-4.2,move,3,impostor
31954,4,S004I006,2026-03-29T00:00:01.650000,239.28,937.38,0,2.593,,7.2,-118.3,move,4,impostor
31955,4,S004I006,2026-03-29T00:00:01.700000,332.92,669.48,0.0317,1.689,132.36,-160.7,139.0,click,2,impostor
31956,4,S004I006,2026-03-29T00:00:01.750000,335.55,799.24,0.1332,1.837,,190.1,-108.7,move,8,impostor
31957,4,S004I006,2026-03-29T00:00:01.800000,100.5,656.72,0.0856,3.975,,-119.0,144.9,move,2,impostor
31958,4,S004I006,2026-03-29T00:00:01.850000,397.67,532.74,0,2.193,,264.5,108.3,move,8,impostor
31959,4,S004I006,2026-03-29T00:00:01.900000,262.8,622.12,0.0338,0.515,,207.7,-255.5,move,1,impostor
31960,4,S004I006,2026-03-29T00:00:01.950000,295.45,649.91,0.0323,2.275,,-294.6,180.8,move,5,impostor
31961,4,S004I006,2026-03-29T00:00:02,260.85,424.39,0.0721,2.547,,84.8,-186.2,move,7,impostor
31962,4,S004I006,2026-03-29T00:00:02.050000,402.58,522.68,0.0722,0.528,,51.5,-27.5,move,0,impostor
31963,4,S004I006,2026-03-29T00:00:02.100000,491.62,679.8,0.098,2.749,,-119.4,-48.9,move,1,impostor
31964,4,S004I006,2026-03-29T00:00:02.150000,388.67,0,0.1346,1.4,,-403.7,84.4,move,3,impostor
31965,4,S004I006,2026-03-29T00:00:02.200000,292.23,690.09,0.0498,2.319,,171.1,27.3,move,7,impostor
31966,4,S004I006,2026-03-29T00:00:02.250000,527.97,917.26,0,2.401,,-179.1,309.5,move,8,impostor
31967,4,S004I006,2026-03-29T00:00:02.300000,474.02,427.21,0.1097,0,,-230.6,-44.4,move,3,impostor
31968,4,S004I006,2026-03-29T00:00:02.350000,407.12,305.06,0.026,2.65,,-297.0,6.2,move,0,impostor
31969,4,S004I006,2026-03-29T00:00:02.400000,439.38,815.02,0.0391,1.332,,-168.9,169.9,move,7,impostor
31970,4,S004I006,2026-03-29T00:00:02.450000,352.77,870.16,0.2054,2.212,,16.1,19.4,move,0,impostor
31971,4,S004I006,2026-03-29T00:00:02.500000,457.41,483.7,0,1.775,118.31,51.8,-158.1,click,1,impostor
31972,4,S004I006,2026-03-29T00:00:02.550000,144.82,777.62,0.0067,1.886,,2.8,-84.3,move,7,impostor
31973,4,S004I006,2026-03-29T00:00:02.600000,457.63,596.67,0.0485,2.041,84.74,-340.8,-82.4,click,3,impostor
31974,4,S004I006,2026-03-29T00:00:02.650000,315.25,748.55,0.0936,1.752,,143.1,69.5,move,6,impostor
31975,4,S004I006,2026-03-29T00:00:02.700000,312.76,585.19,0.0751,3.74,,-156.4,117.2,move,6,impostor
31976,4,S004I006,2026-03-29T00:00:02.750000,302.32,619.28,0,1.42,,625.5,-228.2,scroll,1,impostor
31977,4,S004I006,2026-03-29T00:00:02.800000,359.46,210.46,0.0582,2.0,142.73,-72.9,127.7,click,5,impostor
31978,4,S004I006,2026-03-29T00:00:02.850000,344.23,422.29,0.0631,0.625,,-125.4,-193.4,scroll,0,impostor
31979,4,S004I006,2026-03-29T00:00:02.900000,366.89,641.27,0.235,4.441,,-19.4,-142.7,move,4,impostor
31980,4,S004I006,2026-03-29T00:00:02.950000,357.85,151.85,0.0549,0.45,,-39.1,-154.8,move,2,impostor
31981,4,S004I006,2026-03-29T00:00:03,513.21,711.6,0.1447,0.727,101.87,253.4,247.2,click,6,impostor
31982,4,S004I006,2026-03-29T00:00:03.050000,286.2,589.28,0.0174,3.452,,-322.2,371.0,move,7,impostor
31983,4,S004I006,2026-03-29T00:00:03.100000,328.92,1384.49,0.0553,0.975,,48.4,219.0,move,4,impostor
31984,4,S004I006,2026-03-29T00:00:03.150000,349.35,51.22,0.0208,2.823,,55.4,148.8,move,7,impostor
31985,4,S004I006,2026-03-29T00:00:03.200000,438.58,962.95,0.0785,2.412,,-65.8,-140.7,move,5,impostor
31986,4,S004I006,2026-03-29T00:00:03.250000,419.16,724.87,0.1462,1.634,,88.1,1.4,move,4,impostor
31987,4,S004I006,2026-03-29T00:00:03.300000,282.94,190.24,0,4.283,,241.6,115.6,move,1,impostor
31988,4,S004I006,2026-03-29T00:00:03.350000,265.71,217.07,0.0914,2.917,,-197.8,-106.0,move,3,impostor
31989,4,S004I006,2026-03-29T00:00:03.400000,454.28,1032.4,0.0715,2.289,,-65.0,26.9,move,3,impostor
31990,4,S004I006,2026-03-29T00:00:03.450000,422.09,420.79,0.0512,1.907,,11.2,-134.1,scroll,8,impostor
31991,4,S004I006,2026-03-29T00:00:03.500000,474.26,411.68,0.0633,1.372,,-17.9,-118.3,move,5,impostor
31992,4,S004I006,2026-03-29T00:00:03.550000,250.31,0,0.1382,1.213,,9.2,81.6,move,7,impostor
31993,4,S004I006,2026-03-29T00:00:03.600000,372.6,18.78,0.1467,1.562,111.67,486.1,191.0,click,1,impostor
31994,4,S004I006,2026-03-29T00:00:03.650000,273.54,521.26,0.0524,3.228,,269.6,15.6,move,2,impostor
31995,4,S004I006,2026-03-29T00:00:03.700000,535.15,0,0.1366,1.192,,373.1,-78.4,move,6,impostor
31996,4,S004I006,2026-03-29T00:00:03.750000,379.64,291.27,0.102,2.91,,155.5,-1.4,move,6,impostor
31997,4,S004I006,2026-03-29T00:00:03.800000,430.6,458.6,0.0997,2.001,163.8,-51.7,-216.4,click,3,impostor
31998,4,S004I006,2026-03-29T00:00:03.850000,363.54,441.09,0,2.786,96.98,-16.3,-319.8,click,1,impostor
31999,4,S004I006,2026-03-29T00:00:03.900000,513.61,1247.75,0.1049,3.38,,183.8,-331.5,move,2,impostor
32000,4,S004I006,2026-03-29T00:00:03.950000,341.81,258.76,0.0749,2.592,,-431.4,66.4,move,2,impostor
32001,4,S004I006,2026-03-29T00:00:04,384.1,321.24,0.0309,2.52,,330.4,-202.9,move,3,impostor
32002,4,S004I006,2026-03-29T00:00:04.050000,355.08,382.66,0.1074,2.419,,68.6,-239.9,move,0,impostor
32003,4,S004I006,2026-03-29T00:00:04.100000,277.09,831.87,0.0578,1.274,,495.8,-56.0,move,3,impostor
32004,4,S004I006,2026-03-29T00:00:04.150000,329.85,1136.0,0.1287,4.022,,267.5,84.7,move,7,impostor
32005,4,S004I006,2026-03-29T00:00:04.200000,398.08,774.7,0.0557,2.817,,-283.7,190.6,move,4,impostor
32006,4,S004I006,2026-03-29T00:00:04.250000,211.3,279.42,0.1338,3.885,,181.1,76.1,move,3,impostor
32007,4,S004I006,2026-03-29T00:00:04.300000,392.56,281.84,0.0821,2.599,,186.8,-140.4,move,8,impostor
32008,4,S004I006,2026-03-29T00:00:04.350000,356.08,667.95,0.0175,2.921,,99.5,-211.6,move,7,impostor
32009,4,S004I006,2026-03-29T00:00:04.400000,478.48,764.66,0.0061,0.854,,159.0,-8.4,move,4,impostor
32010,4,S004I006,2026-03-29T00:00:04.450000,392.19,724.03,0.0255,3.313,,105.1,-526.3,move,7,impostor
32011,4,S004I006,2026-03-29T00:00:04.500000,426.76,167.21,0.1565,2.482,91.98,-249.5,-161.3,click,2,impostor
32012,4,S004I006,2026-03-29T00:00:04.550000,447.26,3.92,0.1459,1.055,,2.1,51.3,move,3,impostor
32013,4,S004I006,2026-03-29T00:00:04.600000,291.72,559.46,0.0563,2.234,,-177.3,-433.3,move,4,impostor
32014,4,S004I006,2026-03-29T00:00:04.650000,440.13,22.75,0.0825,0.728,,-261.6,-83.6,move,3,impostor
32015,4,S004I006,2026-03-29T00:00:04.700000,487.34,383.98,0.0686,0.855,139.2,-238.9,107.3,click,1,impostor
32016,4,S004I006,2026-03-29T00:00:04.750000,483.78,918.51,0.0146,2.22,,-305.8,281.3,move,7,impostor
32017,4,S004I006,2026-03-29T00:00:04.800000,240.72,678.82,0.0442,2.866,,192.2,79.9,scroll,8,impostor
32018,4,S004I006,2026-03-29T00:00:04.850000,161.0,754.1,0.1261,1.014,,-391.0,-171.0,move,4,impostor
32019,4,S004I006,2026-03-29T00:00:04.900000,460.88,953.72,0.0935,1.483,,-33.3,42.1,move,8,impostor
32020,4,S004I006,2026-03-29T00:00:04.950000,504.53,865.98,0.0509,2.099,,-385.8,-106.5,move,1,impostor
32021,4,S004I006,2026-03-29T00:00:05,344.05,687.75,0.0298,2.897,,137.2,27.0,move,4,impostor
32022,4,S004I006,2026-03-29T00:00:05.050000,315.35,627.36,0.0241,2.488,,321.9,8.1,scroll,7,impostor
32023,4,S004I006,2026-03-29T00:00:05.100000,418.65,154.94,0.0302,1.056,,356.6,62.4,move,2,impostor
32024,4,S004I006,2026-03-29T00:00:05.150000,521.81,743.5,0.1046,1.832,,318.2,-270.7,move,2,impostor
32025,4,S004I006,2026-03-29T00:00:05.200000,324.14,0,0.0665,1.469,,-198.2,10.6,move,1,impostor
32026,4,S004I006,2026-03-29T00:00:05.250000,330.88,392.56,0.0721,2.157,,159.7,147.3,scroll,3,impostor
32027,4,S004I006,2026-03-29T00:00:05.300000,175.82,1275.18,0.0533,3.188,,90.9,-168.6,scroll,0,impostor
32028,4,S004I006,2026-03-29T00:00:05.350000,412.33,1157.71,0.1346,0.972,,-543.2,385.4,move,8,impostor
32029,4,S004I006,2026-03-29T00:00:05.400000,372.6,907.82,0.1012,2.918,109.68,-85.6,138.7,click,7,impostor
32030,4,S004I006,2026-03-29T00:00:05.450000,489.35,518.23,0.1023,3.637,,-49.6,91.5,scroll,6,impostor
32031,4,S004I006,2026-03-29T00:00:05.500000,210.36,607.15,0.0419,5.211,90.79,-232.0,97.7,click,0,impostor
32032,4,S004I006,2026-03-29T00:00:05.550000,327.22,1113.86,0.0067,1.686,,61.3,85.6,move,3,impostor
32033,4,S004I006,2026-03-29T00:00:05.600000,230.94,566.67,0.1043,2.484,,319.2,-289.5,move,6,impostor
32034,4,S004I006,2026-03-29T00:00:05.650000,400.03,806.74,0,2.294,,163.3,185.1,move,7,impostor
32035,4,S004I006,2026-03-29T00:00:05.700000,521.4,254.87,0.0673,3.543,,-226.9,47.1,scroll,0,impostor
32036,4,S004I006,2026-03-29T00:00:05.750000,272.99,329.67,0.0259,3.465,,-221.6,378.8,move,8,impostor
32037,4,S004I006,2026-03-29T00:00:05.800000,475.13,365.29,0.0164,2.029,121.19,60.7,19.7,click,8,impostor
32038,4,S004I006,2026-03-29T00:00:05.850000,415.0,615.54,0,1.068,157.68,349.0,-174.4,click,1,impostor
32039,4,S004I006,2026-03-29T00:00:05.900000,447.63,735.63,0.0324,0.554,129.43,-75.5,-97.5,click,0,impostor
32040,4,S004I006,2026-03-29T00:00:05.950000,440.21,1055.41,0,2.702,,-37.4,-93.9,move,8,impostor
32041,4,S004I007,2026-02-23T00:00:00,330.15,637.35,0.2852,1.602,115.94,272.7,-70.6,click,3,impostor
32042,4,S004I007,2026-02-23T00:00:00.050000,472.97,1378.95,0.1419,1.75,,-444.8,-160.6,move,4,impostor
